TaskID,TaskName,Description,StartDate,EndDate,Status
4373,Prepare Performance Reports,Prepare port performance reports.,2020-11-13,2022-07-27,Complete
4374,Ensure Safe Unloading,Ensure safe unloading operations.,2022-03-14,2024-09-17,In Progress
4375,Handle Security,Handle port security procedures.,2022-02-12,2022-08-08,Empty
4376,Inspect Containers,Inspect containers for damage.,2021-05-24,2023-01-23,In Progress
4377,Ensure Compliance,Ensure compliance with port regulations.,2022-03-27,2023-11-13,Empty
4378,Coordinate Safety Drills,Coordinate port safety drills.,2024-11-26,2024-12-12,Complete
4379,Ensure Safe Unloading,Ensure safe unloading operations.,2021-06-27,2024-06-14,Empty
4380,Coordinate Shipping,Coordinate with shipping companies.,2022-01-22,2022-11-29,Complete
4381,Coordinate Safety Drills,Coordinate port safety drills.,2021-07-28,2022-08-04,Empty
4382,Handle Billing,Handle port billing and invoicing.,2020-01-03,2021-11-20,Complete
4383,Coordinate with Customs,Coordinate with customs officers.,2024-12-20,2024-12-27,Empty
4384,Monitor Cargo Inventory,Monitor cargo inventory.,2024-11-11,2024-12-19,In Progress
4385,Ensure Proper Stowage,Ensure proper stowage of containers.,2023-08-07,2023-11-05,Empty
4386,Document Shipments,Ensure proper documentation for shipments.,2021-12-17,2024-07-14,In Progress
4387,Load Cargo,Load cargo onto ships.,2022-02-12,2022-04-26,Empty
4388,Ensure Safe Unloading,Ensure safe unloading operations.,2021-12-31,2022-04-07,Empty
4389,Load Cargo,Load cargo onto ships.,2022-06-20,2023-10-06,Empty
4390,Supervise Dock Workers,Supervise dock workers.,2021-04-25,2022-09-20,Empty
4391,Oversee Cargo Inspections,Oversee cargo inspections.,2021-08-05,2022-11-24,Empty
4392,Monitor Cargo Inventory,Monitor cargo inventory.,2020-09-27,2020-11-27,In Progress
4393,Handle Customs Clearance,Handle port customs clearance.,2021-06-13,2022-11-23,Complete
4394,Operate Cranes,Operate cranes and other port equipment.,2021-02-01,2022-08-10,Complete
4395,Supervise Dock Workers,Supervise dock workers.,2020-01-17,2024-12-21,Empty
4396,Check Vessel Schedules,Check vessel arrival schedules.,2022-05-20,2024-11-03,Complete
4397,Track Container Locations,Track container locations on-site.,2024-11-18,2024-12-22,Complete
4398,Monitor Cargo Inventory,Monitor cargo inventory.,2022-01-30,2023-10-18,Empty
4399,Monitor Loading Progress,Monitor vessel loading progress.,2020-03-14,2023-05-03,In Progress
4400,Monitor Cargo Inventory,Monitor cargo inventory.,2023-12-28,2024-06-02,Complete
4401,Monitor Container Movement,Monitor container movements.,2021-03-28,2023-09-03,Complete
4402,Document Shipments,Ensure proper documentation for shipments.,2023-05-08,2023-11-06,Complete
4403,Ensure Proper Stowage,Ensure proper stowage of containers.,2020-12-03,2022-04-23,Empty
4404,Assist with Cargo Consolidation,Assist with cargo consolidation.,2023-09-24,2024-12-10,In Progress
4405,Handle Security,Handle port security procedures.,2021-06-10,2022-11-21,Empty
4406,Unload Cargo,Unload cargo from ships.,2024-08-22,2024-10-12,In Progress
4407,Oversee Cargo Inspections,Oversee cargo inspections.,2023-12-22,2024-09-14,Complete
4408,Coordinate Shipping,Coordinate with shipping companies.,2023-02-21,2023-04-27,In Progress
4409,Handle Hazardous Materials,Ensure safe handling of hazardous materials.,2024-12-12,2024-12-31,Complete
4410,Inspect Containers,Inspect containers for damage.,2023-10-12,2024-09-21,In Progress
4411,Monitor Container Movement,Monitor container movements.,2020-05-12,2024-04-07,In Progress
4412,Oversee Cargo Inspections,Oversee cargo inspections.,2022-10-01,2024-08-07,Empty
4413,Inspect Containers,Inspect containers for damage.,2022-04-20,2022-12-30,Complete
4414,Inspect Containers,Inspect containers for damage.,2020-01-28,2021-05-27,Complete
4415,Manage Resources,Ensure efficient use of port resources.,2023-06-11,2024-12-24,Complete
4416,Monitor Container Movement,Monitor container movements.,2021-04-26,2023-03-04,Empty
4417,Operate Cranes,Operate cranes and other port equipment.,2023-12-29,2024-05-25,Complete
4418,Inspect Incoming Shipments,Inspect incoming shipments for compliance.,2023-10-21,2024-10-23,Complete
4419,Supervise Turnaround Times,Supervise vessel turnaround times.,2021-08-04,2022-02-01,Complete
4420,Monitor Container Movement,Monitor container movements.,2022-10-14,2024-11-03,In Progress
4421,Supervise Dock Workers,Supervise dock workers.,2020-11-26,2022-09-02,In Progress
4422,Monitor Cargo Inventory,Monitor cargo inventory.,2020-12-06,2021-09-12,Complete
4423,Monitor Cargo Inventory,Monitor cargo inventory.,2024-12-21,2024-12-25,In Progress
4424,Track Shipping Docs,Track shipping documents.,2022-11-22,2024-08-01,Complete
4425,Inspect Incoming Shipments,Inspect incoming shipments for compliance.,2022-12-28,2024-01-18,In Progress
4426,Ensure Compliance,Ensure compliance with port regulations.,2021-05-08,2024-02-12,In Progress
4427,Assist with Cargo Consolidation,Assist with cargo consolidation.,2023-04-24,2023-09-17,Empty
4428,Monitor Loading Progress,Monitor vessel loading progress.,2024-05-02,2024-11-17,Complete
4429,Oversee Cargo Inspections,Oversee cargo inspections.,2023-09-18,2023-10-15,In Progress
4430,Assist with Cargo Consolidation,Assist with cargo consolidation.,2022-06-14,2024-08-17,Empty
4431,Track Container Locations,Track container locations on-site.,2020-11-21,2021-09-23,Empty
4432,Handle Hazardous Materials,Ensure safe handling of hazardous materials.,2023-02-04,2023-09-23,Empty
4433,Check Vessel Schedules,Check vessel arrival schedules.,2023-11-22,2024-03-05,In Progress
4434,Inspect Containers,Inspect containers for damage.,2022-12-15,2024-01-14,Empty
4435,Handle Security,Handle port security procedures.,2022-02-07,2022-09-24,Complete
4436,Inspect Containers,Inspect containers for damage.,2021-05-03,2021-05-06,Complete
4437,Operate Cranes,Operate cranes and other port equipment.,2024-03-26,2024-08-05,In Progress
4438,Inspect Containers,Inspect containers for damage.,2021-07-17,2024-09-09,Empty
4439,Manage Berth Allocation,Manage berth allocation.,2023-10-25,2024-07-26,Empty
4440,Supervise Loading Process,Supervise the loading and unloading process.,2022-11-12,2023-12-05,Empty
4441,Handle Hazardous Materials,Ensure safe handling of hazardous materials.,2024-01-26,2024-02-18,Empty
4442,Unload Cargo,Unload cargo from ships.,2020-05-15,2024-03-11,Complete
4443,Handle Hazardous Materials,Ensure safe handling of hazardous materials.,2023-12-15,2024-03-23,Empty
4444,Prepare Performance Reports,Prepare port performance reports.,2022-11-19,2024-11-30,Empty
4445,Supervise Container Storage,Supervise container storage.,2023-05-24,2024-12-08,In Progress
4446,Coordinate Shipping,Coordinate with shipping companies.,2020-04-12,2021-12-20,Complete
4447,Handle Billing,Handle port billing and invoicing.,2024-02-17,2024-12-13,In Progress
4448,Supervise Dock Workers,Supervise dock workers.,2024-12-21,2024-12-21,Complete
4449,Ensure Compliance,Ensure compliance with port regulations.,2024-06-22,2024-12-20,In Progress
4450,Handle Billing,Handle port billing and invoicing.,2024-12-11,2024-12-25,In Progress
4451,Supervise Loading Process,Supervise the loading and unloading process.,2023-03-20,2023-05-12,Empty
4452,Handle Billing,Handle port billing and invoicing.,2023-05-29,2023-09-24,Empty
4453,Supervise Turnaround Times,Supervise vessel turnaround times.,2024-11-20,2024-12-30,Empty
4454,Handle Billing,Handle port billing and invoicing.,2021-02-11,2022-02-14,In Progress
4455,Supervise Turnaround Times,Supervise vessel turnaround times.,2024-02-04,2024-12-14,Complete
4456,Supervise Dock Workers,Supervise dock workers.,2022-12-07,2024-09-06,Complete
4457,Ensure Compliance,Ensure compliance with port regulations.,2021-01-08,2024-10-06,In Progress
4458,Unload Cargo,Unload cargo from ships.,2020-05-04,2022-06-17,In Progress
4459,Supervise Turnaround Times,Supervise vessel turnaround times.,2020-12-27,2023-07-06,In Progress
4460,Supervise Dock Workers,Supervise dock workers.,2022-08-20,2023-11-01,In Progress
4461,Manage Ship Departure,Manage ship departure logistics.,2024-11-16,2024-12-31,Complete
4462,Monitor Loading Progress,Monitor vessel loading progress.,2020-06-20,2023-02-10,Complete
4463,Monitor Container Movement,Monitor container movements.,2023-04-12,2024-04-26,Complete
4464,Coordinate Safety Drills,Coordinate port safety drills.,2023-06-04,2024-05-07,Empty
4465,Ensure Compliance,Ensure compliance with port regulations.,2020-05-22,2022-08-12,Empty
4466,Handle Billing,Handle port billing and invoicing.,2021-02-06,2022-05-20,In Progress
4467,Monitor Container Movement,Monitor container movements.,2021-06-20,2021-07-01,Empty
4468,Coordinate Trucking Deliveries,Coordinate with trucking companies for deliveries.,2022-03-22,2023-11-12,Empty
4469,Supervise Turnaround Times,Supervise vessel turnaround times.,2024-01-04,2024-09-15,Empty
4470,Handle Customs Clearance,Handle port customs clearance.,2023-02-08,2024-03-28,In Progress
4471,Inspect Containers,Inspect containers for damage.,2023-09-05,2024-09-29,Empty
4472,Check Vessel Schedules,Check vessel arrival schedules.,2020-05-07,2023-05-03,Empty
4473,Inspect Incoming Shipments,Inspect incoming shipments for compliance.,2021-09-23,2021-12-19,Empty
4474,Coordinate with Customs,Coordinate with customs officers.,2024-07-28,2024-11-19,Complete
4475,Handle Hazardous Materials,Ensure safe handling of hazardous materials.,2024-10-28,2024-12-02,Complete
4476,Coordinate Trucking Deliveries,Coordinate with trucking companies for deliveries.,2023-09-09,2024-07-07,Empty
4477,Handle Security,Handle port security procedures.,2023-07-22,2024-10-10,In Progress
4478,Check Vessel Schedules,Check vessel arrival schedules.,2020-06-26,2024-04-02,Empty
4479,Supervise Container Storage,Supervise container storage.,2022-10-23,2022-11-11,In Progress
4480,Assist with Cargo Consolidation,Assist with cargo consolidation.,2024-10-25,2024-11-01,Complete
4481,Plan Docking Schedules,Plan ship docking schedules.,2024-12-11,2024-12-30,Empty
4482,Track Container Locations,Track container locations on-site.,2020-10-07,2022-04-18,Complete
4483,Supervise Dock Workers,Supervise dock workers.,2020-07-13,2022-05-02,Empty
4484,Ensure Safe Unloading,Ensure safe unloading operations.,2022-11-20,2023-05-14,In Progress
4485,Supervise Container Storage,Supervise container storage.,2021-07-30,2024-02-03,In Progress
4486,Supervise Turnaround Times,Supervise vessel turnaround times.,2021-09-30,2024-12-25,In Progress
4487,Coordinate with Customs,Coordinate with customs officers.,2022-06-29,2024-07-30,Complete
4488,Ensure Environmental Compliance,Ensure environmental compliance at the port.,2023-08-10,2024-07-05,Complete
4489,Handle Customs Clearance,Handle port customs clearance.,2022-04-15,2024-01-01,Empty
4490,Ensure Proper Stowage,Ensure proper stowage of containers.,2023-11-17,2023-12-28,Complete
4491,Ensure Safe Unloading,Ensure safe unloading operations.,2024-09-28,2024-10-17,Empty
4492,Track Container Locations,Track container locations on-site.,2021-12-01,2023-06-09,In Progress
4493,Supervise Turnaround Times,Supervise vessel turnaround times.,2023-03-08,2024-03-17,In Progress
4494,Operate Cranes,Operate cranes and other port equipment.,2023-11-23,2024-12-23,In Progress
4495,Operate Cranes,Operate cranes and other port equipment.,2023-03-11,2024-05-22,Complete
4496,Supervise Turnaround Times,Supervise vessel turnaround times.,2022-12-28,2024-12-07,Complete
4497,Supervise Cargo Sorting,Supervise cargo sorting and storage.,2023-02-27,2023-10-05,Complete
4498,Coordinate Shipping,Coordinate with shipping companies.,2024-02-04,2024-07-20,Empty
4499,Operate Cranes,Operate cranes and other port equipment.,2021-09-20,2024-11-05,Empty
4500,Unload Cargo,Unload cargo from ships.,2024-10-21,2024-11-30,In Progress
4501,Document Shipments,Ensure proper documentation for shipments.,2024-06-23,2024-07-28,In Progress
4502,Inspect Incoming Shipments,Inspect incoming shipments for compliance.,2020-02-07,2023-06-22,Empty
4503,Monitor Cargo Inventory,Monitor cargo inventory.,2021-07-26,2024-11-02,Complete
4504,Unload Cargo,Unload cargo from ships.,2020-06-10,2024-04-16,Complete
4505,Monitor Loading Progress,Monitor vessel loading progress.,2023-07-04,2024-06-08,Complete
4506,Ensure Environmental Compliance,Ensure environmental compliance at the port.,2021-10-16,2022-05-15,Complete
4507,Manage Berth Allocation,Manage berth allocation.,2023-10-04,2023-12-25,Empty
4508,Supervise Turnaround Times,Supervise vessel turnaround times.,2022-12-18,2023-03-06,Empty
4509,Coordinate Trucking Deliveries,Coordinate with trucking companies for deliveries.,2024-11-18,2024-11-22,Complete
4510,Coordinate Safety Drills,Coordinate port safety drills.,2023-02-06,2024-01-06,Empty
4511,Coordinate Shipping,Coordinate with shipping companies.,2021-05-19,2022-02-09,In Progress
4512,Operate Cranes,Operate cranes and other port equipment.,2022-09-20,2022-12-04,In Progress
4513,Operate Cranes,Operate cranes and other port equipment.,2024-11-13,2024-11-15,Empty
4514,Plan Docking Schedules,Plan ship docking schedules.,2020-04-10,2023-02-10,Complete
4515,Coordinate with Customs,Coordinate with customs officers.,2020-05-16,2022-01-09,In Progress
4516,Supervise Container Storage,Supervise container storage.,2024-07-30,2024-09-05,Empty
4517,Operate Cranes,Operate cranes and other port equipment.,2020-05-29,2020-09-10,Empty
4518,Manage Berth Allocation,Manage berth allocation.,2020-06-26,2023-04-12,Empty
4519,Prepare Performance Reports,Prepare port performance reports.,2024-04-20,2024-06-29,In Progress
4520,Track Container Locations,Track container locations on-site.,2023-08-03,2024-04-01,In Progress
4521,Handle Hazardous Materials,Ensure safe handling of hazardous materials.,2021-07-07,2024-01-04,In Progress
4522,Oversee Cargo Inspections,Oversee cargo inspections.,2022-01-28,2022-12-16,Empty
4523,Oversee Cargo Inspections,Oversee cargo inspections.,2020-05-01,2024-01-04,Complete
4524,Inspect Containers,Inspect containers for damage.,2022-08-15,2023-03-10,Empty
4525,Supervise Loading Process,Supervise the loading and unloading process.,2024-06-16,2024-12-23,In Progress
4526,Coordinate with Customs,Coordinate with customs officers.,2021-09-28,2022-05-12,Empty
4527,Handle Security,Handle port security procedures.,2022-02-21,2024-05-27,Complete
4528,Load Cargo,Load cargo onto ships.,2021-02-21,2022-12-05,In Progress
4529,Unload Cargo,Unload cargo from ships.,2024-03-02,2024-05-30,In Progress
4530,Handle Billing,Handle port billing and invoicing.,2022-12-15,2024-02-25,Complete
4531,Ensure Proper Stowage,Ensure proper stowage of containers.,2023-07-09,2024-11-25,In Progress
4532,Handle Customs Clearance,Handle port customs clearance.,2022-11-22,2024-08-13,In Progress
4533,Supervise Cargo Sorting,Supervise cargo sorting and storage.,2023-06-18,2023-08-04,Complete
4534,Coordinate with Customs,Coordinate with customs officers.,2022-03-15,2023-03-05,Complete
4535,Unload Cargo,Unload cargo from ships.,2021-08-20,2022-02-05,Empty
4536,Plan Docking Schedules,Plan ship docking schedules.,2020-08-18,2023-05-05,Empty
4537,Document Shipments,Ensure proper documentation for shipments.,2020-07-07,2023-10-20,Complete
4538,Supervise Turnaround Times,Supervise vessel turnaround times.,2022-05-02,2023-12-17,In Progress
4539,Assist with Cargo Consolidation,Assist with cargo consolidation.,2021-12-15,2024-12-26,Complete
4540,Coordinate Safety Drills,Coordinate port safety drills.,2024-09-09,2024-12-07,Complete
4541,Load Cargo,Load cargo onto ships.,2020-02-01,2021-09-26,Empty
4542,Handle Hazardous Materials,Ensure safe handling of hazardous materials.,2020-09-09,2022-05-03,Empty
